,labelPb,labelSrNd
42867,5.0,4.0
42868,5.0,3.0
42869,5.0,4.0
42871,5.0,1.0
42872,5.0,1.0
42873,5.0,0.0
42914,5.0,4.0
42916,5.0,4.0
42918,5.0,4.0
42919,5.0,4.0
42921,5.0,4.0
42922,5.0,4.0
42923,5.0,4.0
42925,5.0,4.0
42926,5.0,4.0
42928,5.0,4.0
42929,5.0,4.0
42930,5.0,4.0
42932,5.0,4.0
42934,5.0,4.0
42939,5.0,1.0
42940,5.0,4.0
42941,5.0,4.0
42942,5.0,4.0
42943,5.0,4.0
42944,5.0,4.0
42945,5.0,4.0
42947,5.0,4.0
42948,5.0,4.0
42949,5.0,4.0
42950,5.0,4.0
42951,5.0,4.0
42952,5.0,4.0
42953,5.0,4.0
42954,5.0,4.0
42955,5.0,4.0
42956,5.0,4.0
42957,5.0,4.0
42958,5.0,4.0
43807,5.0,4.0
43808,5.0,4.0
43812,5.0,4.0
43813,5.0,4.0
43815,5.0,4.0
43816,5.0,4.0
43817,5.0,4.0
43823,5.0,4.0
43826,5.0,4.0
43863,5.0,4.0
43871,5.0,4.0
43872,5.0,4.0
43876,5.0,4.0
43878,5.0,4.0
43882,5.0,4.0
43883,5.0,4.0
43884,5.0,4.0
43886,5.0,4.0
43889,5.0,3.0
43891,5.0,4.0
43892,5.0,4.0
43895,5.0,4.0
43900,5.0,
43902,5.0,4.0
43906,5.0,4.0
43910,5.0,4.0
43915,5.0,4.0
43920,5.0,4.0
43922,5.0,4.0
43923,5.0,4.0
43924,5.0,4.0
43925,5.0,4.0
43936,5.0,4.0
43938,5.0,4.0
43940,5.0,4.0
43944,5.0,4.0
43949,5.0,4.0
43951,5.0,4.0
43953,5.0,4.0
43958,5.0,4.0
43960,5.0,3.0
43961,5.0,4.0
43963,5.0,4.0
43965,5.0,4.0
43966,5.0,3.0
43972,5.0,4.0
43974,5.0,4.0
44000,5.0,4.0
44001,5.0,
44002,5.0,
44003,5.0,
44004,5.0,
44005,5.0,
44011,5.0,4.0
44012,5.0,4.0
44013,5.0,4.0
44014,5.0,4.0
44015,5.0,4.0
44016,5.0,4.0
44080,5.0,4.0
44082,5.0,4.0
44083,5.0,4.0
44086,5.0,4.0
44097,5.0,4.0
44098,5.0,4.0
44102,5.0,1.0
44106,5.0,4.0
44108,5.0,1.0
44196,5.0,4.0
44197,5.0,4.0
44198,5.0,4.0
44203,5.0,4.0
44204,5.0,4.0
44205,5.0,4.0
44207,5.0,3.0
44208,5.0,4.0
44210,5.0,4.0
44211,5.0,4.0
44353,5.0,4.0
44354,5.0,4.0
44355,5.0,4.0
44356,4.0,4.0
44357,3.0,4.0
44358,5.0,4.0
44359,4.0,4.0
44360,5.0,4.0
44361,4.0,4.0
44362,4.0,4.0
44363,5.0,4.0
44367,5.0,4.0
44368,5.0,4.0
44704,5.0,2.0
44705,5.0,2.0
44968,4.0,2.0
44970,4.0,2.0
44971,4.0,2.0
44973,4.0,2.0
44976,4.0,2.0
44977,4.0,2.0
44978,4.0,2.0
44982,4.0,2.0
44983,4.0,2.0
44984,4.0,2.0
44986,4.0,2.0
44989,5.0,2.0
44990,4.0,2.0
44992,4.0,
45209,5.0,0.0
45289,5.0,1.0
45291,4.0,1.0
45298,4.0,1.0
45299,5.0,1.0
45300,4.0,1.0
45301,4.0,0.0
45303,4.0,4.0
45310,4.0,0.0
45314,4.0,0.0
45315,5.0,4.0
45316,4.0,0.0
45317,4.0,0.0
45318,5.0,1.0
45320,5.0,3.0
45321,5.0,4.0
45474,5.0,1.0
45476,5.0,1.0
45477,4.0,1.0
45511,5.0,4.0
45542,5.0,1.0
45606,5.0,1.0
45608,5.0,
45635,5.0,1.0
45638,5.0,4.0
45644,5.0,4.0
45659,5.0,1.0
45660,5.0,4.0
45661,5.0,1.0
45662,5.0,1.0
45664,5.0,4.0
45665,5.0,4.0
45666,5.0,4.0
45667,5.0,1.0
45668,5.0,4.0
45675,5.0,1.0
45676,5.0,1.0
45689,5.0,4.0
45712,5.0,4.0
45713,5.0,4.0
45714,5.0,4.0
45715,5.0,4.0
45716,5.0,4.0
45755,4.0,1.0
45769,5.0,1.0
45828,5.0,4.0
45830,5.0,4.0
45831,5.0,4.0
45833,5.0,4.0
45834,5.0,4.0
45835,5.0,4.0
45839,4.0,1.0
45840,5.0,1.0
45841,5.0,1.0
45870,5.0,1.0
45990,5.0,1.0
45999,5.0,
46002,5.0,
46006,5.0,
46009,5.0,
46024,5.0,
46027,5.0,4.0
46039,5.0,
46040,5.0,4.0
46041,5.0,4.0
46042,5.0,
46043,5.0,
46044,5.0,4.0
46049,5.0,1.0
46052,5.0,1.0
46075,5.0,1.0
46132,5.0,1.0
46139,5.0,1.0
46142,5.0,1.0
46143,5.0,1.0
46144,4.0,1.0
46145,5.0,1.0
46147,5.0,1.0
46148,5.0,1.0
46163,4.0,1.0
46172,5.0,4.0
46185,5.0,4.0
46204,5.0,1.0
46205,5.0,1.0
46233,5.0,1.0
46234,4.0,1.0
46235,5.0,1.0
46236,4.0,1.0
46237,5.0,1.0
46238,4.0,1.0
46243,4.0,1.0
46250,4.0,1.0
46251,5.0,4.0
46262,4.0,1.0
46263,5.0,1.0
46274,4.0,1.0
46276,4.0,1.0
46277,5.0,1.0
46278,4.0,1.0
46279,5.0,1.0
46280,5.0,1.0
46284,5.0,1.0
46285,5.0,1.0
46287,5.0,1.0
46288,5.0,1.0
46289,4.0,1.0
46290,4.0,1.0
46291,4.0,1.0
46293,4.0,1.0
46294,4.0,1.0
46295,4.0,1.0
46296,4.0,1.0
46297,4.0,3.0
46300,4.0,1.0
46301,5.0,1.0
46303,5.0,1.0
46305,4.0,1.0
46306,4.0,1.0
46308,5.0,1.0
46309,4.0,1.0
46310,5.0,1.0
46311,5.0,1.0
46334,5.0,4.0
46336,5.0,4.0
46338,5.0,
46342,5.0,4.0
46343,5.0,4.0
46347,5.0,4.0
46504,5.0,4.0
46511,5.0,4.0
46512,5.0,4.0
46513,5.0,4.0
46516,5.0,4.0
46519,5.0,4.0
46524,5.0,4.0
46527,5.0,4.0
46531,5.0,4.0
46533,5.0,4.0
46534,5.0,4.0
46537,5.0,4.0
46540,5.0,4.0
46542,5.0,4.0
46546,5.0,4.0
46547,5.0,4.0
46549,5.0,4.0
46700,1.0,
46702,5.0,
46832,4.0,4.0
46833,4.0,3.0
46843,4.0,4.0
46845,4.0,1.0
46846,4.0,1.0
46847,4.0,3.0
46849,4.0,1.0
46853,4.0,4.0
46855,4.0,4.0
46858,5.0,4.0
46859,5.0,3.0
46860,5.0,4.0
46862,4.0,3.0
46863,4.0,3.0
46887,5.0,1.0
46888,5.0,
46889,5.0,
46892,5.0,
46971,5.0,3.0
46973,5.0,3.0
46975,5.0,3.0
46981,4.0,4.0
46989,5.0,4.0
47078,5.0,3.0
47112,5.0,
47176,5.0,3.0
47197,4.0,
47198,4.0,
47199,4.0,
47200,4.0,
47201,4.0,
47204,4.0,
47205,4.0,
47263,3.0,4.0
47264,3.0,1.0
47266,3.0,4.0
47269,3.0,4.0
47271,3.0,4.0
47272,3.0,4.0
47273,3.0,1.0
47276,3.0,4.0
47278,3.0,4.0
47280,3.0,4.0
47282,3.0,4.0
47289,3.0,4.0
47290,3.0,4.0
47292,3.0,4.0
47294,3.0,4.0
47297,3.0,4.0
47298,3.0,4.0
47300,3.0,4.0
47399,4.0,
47488,3.0,4.0
47489,3.0,4.0
47490,3.0,4.0
47491,3.0,4.0
47492,3.0,4.0
47493,3.0,4.0
47494,3.0,4.0
47495,3.0,4.0
47496,3.0,4.0
47497,3.0,4.0
47498,3.0,4.0
47499,3.0,4.0
47578,4.0,
47579,3.0,
47645,4.0,
47646,4.0,4.0
47647,4.0,4.0
47648,4.0,4.0
47649,4.0,4.0
47717,4.0,4.0
47718,4.0,4.0
47719,4.0,4.0
47750,4.0,4.0
47751,4.0,4.0
47900,4.0,4.0
47901,4.0,4.0
47902,4.0,4.0
47903,4.0,4.0
47904,4.0,4.0
47905,4.0,4.0
47906,4.0,4.0
47907,4.0,4.0
47908,4.0,4.0
47910,4.0,4.0
47911,4.0,4.0
47912,3.0,4.0
47913,4.0,4.0
47914,3.0,4.0
47915,4.0,4.0
47916,4.0,4.0
47917,4.0,4.0
47918,4.0,4.0
47919,4.0,4.0
47920,4.0,4.0
47921,4.0,4.0
47922,4.0,4.0
47923,4.0,4.0
47924,4.0,4.0
48096,4.0,4.0
48247,4.0,
48248,4.0,
48249,4.0,
48983,4.0,4.0
48989,4.0,4.0
48993,4.0,4.0
49002,4.0,4.0
49005,4.0,4.0
49008,4.0,4.0
49010,4.0,4.0
49015,4.0,4.0
49019,4.0,4.0
49029,4.0,4.0
49036,4.0,4.0
49042,4.0,4.0
49047,4.0,4.0
49473,4.0,4.0
49510,4.0,4.0
49517,4.0,4.0
49546,4.0,4.0
49599,4.0,4.0
49724,4.0,
49805,4.0,4.0
49806,4.0,4.0
49807,4.0,4.0
49808,4.0,4.0
49809,4.0,4.0
49810,4.0,4.0
49811,4.0,4.0
49812,4.0,4.0
49813,4.0,4.0
49814,4.0,4.0
50008,4.0,4.0
50009,4.0,4.0
50010,4.0,4.0
50011,4.0,4.0
50012,4.0,4.0
50013,4.0,4.0
50014,4.0,4.0
50015,4.0,4.0
50016,4.0,4.0
50017,4.0,4.0
50018,4.0,4.0
50019,4.0,4.0
50020,4.0,4.0
50021,4.0,4.0
50131,3.0,
50161,4.0,4.0
50162,4.0,4.0
50163,4.0,4.0
50164,4.0,4.0
50165,4.0,4.0
50166,4.0,4.0
51594,4.0,4.0
51595,4.0,4.0
51596,4.0,4.0
51597,4.0,4.0
51598,4.0,4.0
51599,4.0,4.0
51600,4.0,4.0
51601,4.0,4.0
51602,4.0,4.0
51603,4.0,4.0
51604,4.0,4.0
51605,4.0,4.0
51699,4.0,4.0
51700,4.0,4.0
51701,3.0,4.0
51702,4.0,4.0
51703,4.0,4.0
51704,4.0,4.0
51705,4.0,4.0
51706,4.0,4.0
51707,4.0,4.0
51708,4.0,4.0
51709,4.0,4.0
51710,4.0,4.0
51711,4.0,
51720,3.0,4.0
51725,3.0,4.0
51729,3.0,4.0
51737,3.0,4.0
51738,3.0,4.0
51774,4.0,4.0
51775,3.0,4.0
51912,3.0,0.0
52062,3.0,4.0
52064,3.0,4.0
52068,3.0,4.0
52069,3.0,4.0
52087,3.0,4.0
52088,3.0,4.0
52089,3.0,4.0
52090,3.0,4.0
52091,3.0,4.0
52092,4.0,4.0
52093,4.0,4.0
52094,3.0,4.0
52095,3.0,4.0
52096,3.0,4.0
52119,3.0,
52123,3.0,
52124,3.0,
52125,3.0,
52126,3.0,
52128,3.0,4.0
52131,3.0,4.0
52132,3.0,4.0
52133,4.0,4.0
52274,3.0,
52396,3.0,4.0
52398,3.0,
52399,3.0,3.0
52400,3.0,4.0
52401,3.0,4.0
52404,3.0,3.0
52406,3.0,4.0
52408,3.0,4.0
52410,3.0,4.0
52415,4.0,4.0
52416,3.0,4.0
52420,3.0,1.0
52421,3.0,1.0
52422,3.0,4.0
52423,3.0,4.0
52436,3.0,1.0
52439,3.0,1.0
52440,4.0,1.0
52442,4.0,1.0
52443,4.0,4.0
52447,4.0,1.0
52448,3.0,1.0
52456,3.0,1.0
52462,3.0,1.0
52479,4.0,1.0
52480,4.0,1.0
52483,4.0,1.0
52485,4.0,1.0
52490,4.0,4.0
52494,3.0,1.0
52602,4.0,1.0
52605,3.0,1.0
52607,3.0,4.0
52609,4.0,1.0
52612,4.0,1.0
52615,3.0,1.0
52616,4.0,1.0
52617,4.0,4.0
52636,4.0,
52637,3.0,1.0
52642,3.0,1.0
52643,3.0,1.0
52644,3.0,4.0
52649,4.0,1.0
52650,4.0,
52654,4.0,1.0
52656,3.0,4.0
52657,3.0,1.0
52658,4.0,1.0
52663,4.0,1.0
52664,3.0,4.0
52669,4.0,1.0
52676,4.0,1.0
52679,4.0,4.0
52681,4.0,4.0
52684,3.0,4.0
52685,4.0,4.0
52686,4.0,4.0
52720,4.0,4.0
52722,4.0,4.0
52723,3.0,4.0
52725,3.0,4.0
52726,3.0,4.0
52727,3.0,4.0
52728,3.0,4.0
52729,4.0,4.0
52732,4.0,4.0
52738,4.0,4.0
52747,4.0,4.0
52755,4.0,4.0
52762,4.0,4.0
52765,4.0,4.0
52767,3.0,4.0
52768,3.0,4.0
52770,3.0,4.0
52779,4.0,4.0
52783,4.0,4.0
52792,3.0,4.0
52795,4.0,
52796,4.0,4.0
52798,4.0,
52799,4.0,4.0
52800,4.0,4.0
52801,4.0,
52803,4.0,4.0
52804,4.0,4.0
52805,4.0,4.0
52807,4.0,4.0
52809,4.0,4.0
52810,3.0,4.0
52812,4.0,4.0
52813,4.0,4.0
52814,3.0,4.0
52819,3.0,4.0
52822,3.0,4.0
52825,3.0,4.0
52830,4.0,4.0
52836,3.0,4.0
52844,4.0,4.0
52846,4.0,4.0
52848,3.0,4.0
52849,3.0,
52850,3.0,
52852,4.0,
52853,3.0,4.0
52870,3.0,4.0
52871,3.0,4.0
52877,3.0,4.0
52881,3.0,4.0
52885,3.0,4.0
52889,3.0,4.0
52892,3.0,4.0
52893,3.0,4.0
52896,4.0,4.0
52897,4.0,4.0
52902,4.0,4.0
52904,4.0,4.0
52911,4.0,4.0
52913,3.0,4.0
52915,4.0,4.0
52916,3.0,4.0
52918,3.0,4.0
52920,4.0,4.0
52921,3.0,4.0
53042,3.0,3.0
53043,3.0,
53044,3.0,4.0
53046,3.0,4.0
53047,3.0,3.0
53048,3.0,
53049,3.0,3.0
53053,3.0,4.0
53055,3.0,4.0
53056,3.0,4.0
53060,4.0,4.0
53061,4.0,4.0
53062,4.0,4.0
53063,4.0,4.0
53064,4.0,4.0
53065,4.0,4.0
53066,4.0,4.0
53097,4.0,
53098,4.0,
53100,4.0,
53173,4.0,4.0
53192,4.0,4.0
53206,4.0,4.0
53208,4.0,4.0
53226,4.0,4.0
53227,4.0,4.0
53229,4.0,4.0
53231,4.0,4.0
53232,4.0,4.0
53263,4.0,4.0
53264,4.0,4.0
53269,3.0,4.0
53271,4.0,4.0
53272,4.0,4.0
53273,4.0,4.0
53274,4.0,4.0
53278,4.0,4.0
53279,4.0,4.0
53281,4.0,4.0
53284,4.0,4.0
53285,3.0,4.0
53309,4.0,4.0
53313,4.0,4.0
53420,4.0,4.0
53443,3.0,1.0
53444,4.0,1.0
53445,4.0,4.0
53446,4.0,4.0
53471,4.0,4.0
53474,4.0,4.0
53475,4.0,4.0
53478,4.0,4.0
53479,4.0,4.0
53484,4.0,4.0
53486,4.0,4.0
53585,3.0,4.0
53605,5.0,
53606,4.0,4.0
53607,4.0,
53608,4.0,4.0
53609,4.0,4.0
53610,4.0,
53611,4.0,
53612,4.0,
53613,4.0,
53614,4.0,
53615,4.0,4.0
53616,4.0,
53617,4.0,
53618,4.0,4.0
53619,4.0,
53620,4.0,4.0
53621,4.0,
53622,4.0,
53623,4.0,
53624,4.0,4.0
53625,4.0,
53626,4.0,
53627,4.0,4.0
53628,4.0,
53629,4.0,
53630,4.0,
53631,4.0,4.0
53684,4.0,4.0
53686,4.0,4.0
53687,4.0,4.0
53689,4.0,4.0
53692,4.0,4.0
53703,4.0,4.0
53706,4.0,4.0
53708,4.0,
53715,4.0,4.0
53716,4.0,4.0
53717,4.0,4.0
53719,4.0,4.0
53735,4.0,4.0
53747,4.0,
53762,4.0,4.0
53821,4.0,4.0
53822,4.0,4.0
53823,4.0,4.0
53824,3.0,4.0
53825,3.0,4.0
53826,4.0,4.0
53834,4.0,4.0
53835,4.0,4.0
53839,4.0,4.0
53841,4.0,4.0
53842,4.0,4.0
53846,4.0,4.0
53847,4.0,4.0
53854,4.0,4.0
53868,4.0,
53870,4.0,4.0
53873,3.0,4.0
53876,4.0,4.0
53880,3.0,4.0
53882,3.0,
53886,3.0,
53887,3.0,4.0
53890,4.0,4.0
53899,4.0,
53902,4.0,
53939,3.0,4.0
53942,4.0,4.0
53943,4.0,4.0
53945,4.0,4.0
53946,3.0,4.0
53947,4.0,4.0
53948,3.0,4.0
53951,4.0,4.0
53952,4.0,4.0
53954,3.0,4.0
54001,3.0,4.0
54025,3.0,4.0
54028,3.0,4.0
54030,3.0,4.0
54031,3.0,4.0
54033,3.0,4.0
54035,3.0,4.0
54036,3.0,4.0
54039,3.0,4.0
54044,3.0,4.0
54046,3.0,4.0
54048,3.0,4.0
54049,3.0,4.0
54054,3.0,4.0
54055,3.0,4.0
54058,3.0,4.0
54060,3.0,4.0
54063,3.0,4.0
54064,3.0,4.0
54066,3.0,4.0
54068,3.0,4.0
54079,3.0,4.0
54084,3.0,4.0
54086,4.0,4.0
54089,3.0,4.0
54092,3.0,4.0
54095,4.0,4.0
54096,4.0,4.0
54097,3.0,4.0
54152,3.0,4.0
54154,4.0,4.0
54156,3.0,4.0
54159,3.0,4.0
54164,3.0,4.0
54166,3.0,4.0
54170,3.0,4.0
54171,3.0,4.0
54172,3.0,4.0
54173,3.0,4.0
54174,3.0,4.0
54175,4.0,4.0
54176,4.0,4.0
54177,4.0,4.0
54178,4.0,4.0
54179,4.0,4.0
54180,3.0,4.0
54181,3.0,4.0
54234,3.0,
54235,3.0,
54236,3.0,
54237,3.0,
54238,3.0,
54384,3.0,
54385,3.0,
54390,3.0,4.0
54391,3.0,4.0
54392,3.0,4.0
54393,3.0,4.0
54394,3.0,4.0
54395,3.0,4.0
54396,3.0,4.0
54397,3.0,4.0
54398,3.0,4.0
54399,3.0,4.0
54400,3.0,3.0
54401,3.0,4.0
54402,3.0,4.0
54403,3.0,4.0
54404,3.0,4.0
54405,3.0,4.0
54406,3.0,4.0
54407,3.0,4.0
54538,3.0,4.0
54541,3.0,4.0
54553,3.0,4.0
54555,4.0,4.0
54557,3.0,4.0
54562,3.0,4.0
54566,4.0,4.0
54567,4.0,4.0
54569,4.0,4.0
54570,4.0,4.0
54573,3.0,4.0
54575,4.0,4.0
54577,4.0,4.0
54580,4.0,4.0
54582,3.0,4.0
54585,3.0,4.0
54617,3.0,4.0
54618,3.0,4.0
54619,3.0,4.0
54620,3.0,4.0
54631,4.0,4.0
54633,3.0,4.0
54643,3.0,4.0
54650,4.0,4.0
54654,3.0,4.0
54656,3.0,4.0
54766,4.0,4.0
54770,4.0,4.0
54772,3.0,4.0
54789,3.0,4.0
54861,3.0,4.0
54863,3.0,
54867,3.0,
54871,4.0,4.0
54874,3.0,
54877,4.0,4.0
54878,4.0,4.0
54879,3.0,4.0
54883,3.0,4.0
54885,3.0,4.0
54886,3.0,4.0
54888,3.0,4.0
54889,3.0,4.0
54896,4.0,1.0
54902,4.0,1.0
54905,4.0,4.0
54907,4.0,1.0
54928,3.0,1.0
54936,4.0,1.0
54937,5.0,1.0
54939,4.0,1.0
54940,5.0,1.0
54941,4.0,1.0
54943,4.0,1.0
54949,3.0,1.0
54954,4.0,1.0
54959,4.0,1.0
54964,4.0,1.0
54970,4.0,1.0
54991,3.0,
55284,3.0,
55364,3.0,2.0
55365,3.0,
55483,3.0,1.0
55484,3.0,1.0
55494,5.0,3.0
55505,4.0,3.0
55506,4.0,3.0
55507,4.0,3.0
55508,4.0,4.0
55510,4.0,3.0
55514,3.0,4.0
55515,3.0,4.0
55602,5.0,4.0
55605,5.0,4.0
55606,4.0,3.0
55607,4.0,3.0
55608,5.0,4.0
55609,1.0,4.0
55610,5.0,4.0
55615,5.0,1.0
55616,5.0,1.0
55617,5.0,1.0
55618,5.0,1.0
55619,1.0,1.0
55620,5.0,1.0
55622,5.0,1.0
55623,5.0,1.0
55624,5.0,1.0
55625,5.0,1.0
55626,5.0,1.0
55657,5.0,4.0
55658,5.0,4.0
55659,5.0,3.0
55660,5.0,4.0
55661,5.0,4.0
55793,4.0,2.0
56150,4.0,3.0
56158,5.0,
56304,4.0,4.0
56306,4.0,4.0
56307,4.0,4.0
56308,4.0,4.0
56309,4.0,4.0
56312,4.0,4.0
56313,4.0,4.0
56314,4.0,4.0
56317,4.0,2.0
56318,4.0,3.0
56387,4.0,3.0
56409,4.0,4.0
56438,4.0,3.0
56439,4.0,3.0
56483,4.0,4.0
56588,4.0,
56627,4.0,3.0
56629,4.0,3.0
56630,4.0,3.0
56631,4.0,3.0
56696,4.0,3.0
57032,3.0,3.0
57033,4.0,3.0
57034,4.0,3.0
57035,4.0,3.0
57046,4.0,3.0
57047,4.0,3.0
57048,4.0,3.0
57049,4.0,3.0
57050,4.0,3.0
57067,4.0,1.0
57069,4.0,1.0
57070,4.0,1.0
57071,4.0,1.0
57072,4.0,4.0
57120,4.0,3.0
57121,4.0,3.0
57122,4.0,3.0
57123,4.0,3.0
57124,4.0,3.0
57151,4.0,3.0
57153,4.0,3.0
57155,4.0,3.0
57202,4.0,4.0
57207,4.0,4.0
57208,4.0,3.0
57216,4.0,
57451,3.0,4.0
57452,3.0,4.0
57453,3.0,4.0
57454,3.0,4.0
57455,3.0,4.0
57456,3.0,4.0
57457,3.0,4.0
57458,3.0,4.0
57459,3.0,4.0
57460,3.0,4.0
57461,3.0,3.0
57462,3.0,4.0
57463,3.0,4.0
57466,4.0,
57468,4.0,
57469,4.0,
57470,4.0,3.0
57472,4.0,
57473,4.0,3.0
57518,4.0,
57519,5.0,
57630,5.0,
57631,5.0,
57632,1.0,
57633,4.0,
57688,4.0,
57953,4.0,4.0
57954,4.0,2.0
57958,4.0,3.0
57960,4.0,3.0
57961,4.0,3.0
57962,4.0,3.0
57989,4.0,3.0
58000,4.0,3.0
58001,4.0,4.0
58013,4.0,3.0
58070,4.0,2.0
58098,4.0,
58100,4.0,
58103,4.0,
58104,3.0,
58105,4.0,3.0
58106,4.0,
58107,3.0,3.0
58108,4.0,3.0
58109,4.0,3.0
58110,4.0,3.0
58194,3.0,4.0
58195,3.0,4.0
58196,3.0,4.0
58197,3.0,4.0
58198,3.0,4.0
58204,4.0,
58205,4.0,4.0
58226,4.0,
58253,3.0,4.0
58254,3.0,4.0
58255,3.0,3.0
58256,3.0,4.0
58257,3.0,4.0
58258,3.0,4.0
58259,3.0,4.0
58260,3.0,4.0
58271,3.0,4.0
58281,3.0,4.0
58282,4.0,4.0
58379,5.0,
58441,4.0,
58442,4.0,
58514,5.0,
58515,5.0,
58530,4.0,
58534,4.0,
58536,4.0,2.0
58537,4.0,3.0
58613,3.0,3.0
58614,4.0,3.0
58615,4.0,3.0
58616,3.0,3.0
58617,3.0,3.0
58618,4.0,3.0
58620,3.0,3.0
58621,4.0,3.0
58622,3.0,3.0
58623,3.0,3.0
58624,4.0,3.0
58625,3.0,4.0
58626,3.0,4.0
58627,4.0,3.0
58629,3.0,3.0
58630,4.0,3.0
58855,5.0,1.0
58857,5.0,4.0
58859,5.0,1.0
58860,5.0,1.0
58861,5.0,4.0
58862,5.0,1.0
58863,5.0,1.0
58864,5.0,1.0
58865,5.0,1.0
58866,5.0,4.0
58867,5.0,1.0
58868,5.0,4.0
58869,5.0,1.0
58870,5.0,1.0
58871,5.0,4.0
58873,5.0,4.0
58874,5.0,1.0
58875,5.0,1.0
58926,4.0,1.0
58940,4.0,1.0
58941,4.0,4.0
58942,4.0,4.0
58943,4.0,4.0
58944,4.0,4.0
58945,4.0,4.0
58946,4.0,4.0
58947,4.0,4.0
58958,4.0,1.0
58965,4.0,1.0
58967,4.0,4.0
58969,4.0,4.0
58970,4.0,4.0
58973,4.0,4.0
58974,4.0,1.0
58975,4.0,1.0
58976,4.0,1.0
58989,4.0,1.0
58990,4.0,4.0
58991,4.0,4.0
58992,4.0,1.0
58993,4.0,4.0
58994,4.0,4.0
58995,4.0,4.0
58998,4.0,4.0
58999,4.0,1.0
59018,4.0,4.0
59019,4.0,4.0
59020,4.0,4.0
59021,4.0,4.0
59022,4.0,4.0
59023,4.0,1.0
59024,4.0,4.0
59025,4.0,4.0
59026,4.0,4.0
59027,4.0,4.0
59028,4.0,4.0
59029,4.0,4.0
59030,4.0,4.0
59031,4.0,4.0
59032,4.0,4.0
59033,4.0,4.0
59034,4.0,4.0
59035,4.0,4.0
59036,4.0,4.0
59037,4.0,4.0
59038,4.0,4.0
59039,4.0,1.0
59040,4.0,4.0
59041,4.0,1.0
59042,4.0,4.0
59043,4.0,1.0
59044,4.0,1.0
59045,4.0,1.0
59046,4.0,1.0
59047,4.0,4.0
59048,4.0,4.0
59049,4.0,1.0
59050,4.0,1.0
59051,4.0,1.0
59052,4.0,1.0
59053,4.0,4.0
59054,4.0,4.0
59055,4.0,4.0
59056,4.0,4.0
59057,4.0,4.0
59058,4.0,4.0
59059,4.0,4.0
59060,4.0,1.0
59061,4.0,1.0
59062,4.0,1.0
59063,4.0,1.0
59064,4.0,4.0
59065,4.0,1.0
59066,4.0,4.0
59067,4.0,4.0
59068,4.0,1.0
59069,4.0,4.0
59070,4.0,4.0
59071,4.0,4.0
59072,4.0,4.0
59073,4.0,4.0
59074,4.0,4.0
59075,4.0,4.0
59076,4.0,4.0
59077,4.0,4.0
59078,4.0,4.0
59079,4.0,4.0
59080,4.0,4.0
59081,4.0,4.0
59082,4.0,4.0
59083,4.0,1.0
59084,4.0,4.0
59085,4.0,4.0
59086,4.0,4.0
59087,4.0,4.0
59088,4.0,4.0
59089,4.0,4.0
59090,4.0,4.0
59091,4.0,4.0
59092,4.0,4.0
59093,3.0,4.0
59094,3.0,4.0
59095,4.0,4.0
59096,4.0,4.0
59097,4.0,4.0
59098,4.0,4.0
59099,4.0,4.0
59100,4.0,4.0
59101,4.0,4.0
59102,4.0,4.0
59103,4.0,4.0
59104,4.0,4.0
59105,4.0,4.0
59106,4.0,4.0
59107,4.0,4.0
59108,4.0,4.0
59109,4.0,4.0
59110,4.0,4.0
59111,4.0,4.0
59112,4.0,4.0
59113,4.0,4.0
59114,4.0,4.0
59115,4.0,4.0
59116,4.0,4.0
59117,4.0,4.0
59118,4.0,4.0
59119,4.0,4.0
59120,4.0,4.0
59121,4.0,4.0
59122,4.0,4.0
59123,4.0,4.0
59124,4.0,4.0
59129,3.0,4.0
59130,4.0,4.0
59131,4.0,4.0
59132,3.0,1.0
59133,3.0,1.0
59134,4.0,4.0
59135,4.0,4.0
59136,4.0,4.0
59137,4.0,4.0
59138,3.0,1.0
59139,4.0,4.0
59140,4.0,4.0
59380,5.0,4.0
59383,4.0,1.0
59384,3.0,1.0
59385,4.0,1.0
59386,5.0,4.0
59405,5.0,4.0
59406,5.0,4.0
59407,5.0,4.0
59408,5.0,4.0
59414,5.0,4.0
59415,5.0,4.0
59416,5.0,4.0
59431,4.0,
59432,4.0,
59436,4.0,
59437,4.0,1.0
59464,4.0,4.0
59490,4.0,1.0
59491,4.0,1.0
59492,3.0,1.0
59493,4.0,1.0
59494,4.0,4.0
59495,4.0,1.0
59496,4.0,4.0
59497,5.0,1.0
59542,4.0,1.0
59543,4.0,1.0
59544,5.0,1.0
59545,4.0,1.0
59546,5.0,1.0
59547,4.0,1.0
59934,4.0,
59945,4.0,
60137,5.0,1.0
60140,5.0,1.0
60141,5.0,
60142,5.0,1.0
60144,5.0,1.0
60152,4.0,1.0
60154,4.0,1.0
60165,5.0,4.0
60166,4.0,4.0
60167,4.0,4.0
60168,4.0,4.0
60169,4.0,4.0
60170,4.0,1.0
60171,4.0,1.0
60172,4.0,1.0
60195,4.0,
60203,5.0,4.0
60204,5.0,4.0
60333,4.0,4.0
60336,4.0,4.0
60368,4.0,1.0
60376,4.0,1.0
60382,3.0,1.0
60424,5.0,1.0
60425,5.0,1.0
60426,5.0,1.0
60427,5.0,1.0
60428,5.0,1.0
60429,5.0,1.0
60430,5.0,4.0
60431,5.0,1.0
60473,4.0,
60484,4.0,
60598,4.0,1.0
60611,4.0,
60768,4.0,1.0
60769,4.0,1.0
60779,4.0,1.0
60780,4.0,1.0
60781,4.0,4.0
60803,4.0,1.0
