,labelSrNd
21916,4
21917,4
21918,4
21919,4
21962,4
21964,4
22071,4
22085,3
22086,4
22087,4
22088,1
22089,4
22090,4
22091,4
22095,2
22096,3
22097,3
22099,2
22103,2
22106,3
22107,3
22109,3
22110,3
22113,2
22114,3
22115,3
22116,2
22117,3
22118,3
22120,3
22122,2
22123,1
22131,4
22158,4
22159,4
22160,4
22161,4
22162,4
22247,4
22249,1
22276,1
22277,4
22279,4
22280,4
22281,1
22282,1
22283,1
22284,1
22285,1
22286,1
22287,1
22288,1
22289,1
22290,4
22291,4
22297,1
22303,1
22304,4
22305,4
22317,1
22319,1
22321,1
22327,4
22328,4
22329,4
22330,4
22331,4
22332,4
22333,4
22334,1
22356,1
22357,1
22358,1
22372,1
22377,1
22422,1
22423,1
22424,1
22426,1
22427,1
22428,1
22434,4
22435,4
22436,4
22437,4
22442,3
22443,2
22455,3
22457,2
22515,4
22517,4
22519,4
22522,4
22523,4
22533,4
22534,4
22535,4
22536,4
22538,4
22539,4
22540,4
22552,4
22583,1
22608,4
22611,4
22615,4
22616,4
22618,4
22619,4
22620,4
22621,4
22623,4
22624,4
22625,4
22626,4
22627,4
22628,4
22629,3
22630,4
22631,1
22632,4
22633,4
22634,4
22635,4
22636,4
22637,4
22643,4
22645,4
22650,4
22652,4
22654,4
22655,4
22661,4
22662,1
22663,4
22664,1
22665,4
22666,4
22667,4
22668,4
22669,4
22670,4
22671,4
22672,4
22673,4
22675,1
22676,1
22680,1
22684,1
22685,1
22687,1
22688,1
22689,1
22690,1
22692,1
22693,1
22694,1
22695,4
22700,4
22736,4
22768,4
22770,4
22772,4
22783,4
22784,4
22785,4
22818,4
22820,4
22897,4
22898,4
22899,4
22900,4
22903,4
22904,4
22907,4
22945,1
22947,4
22948,4
22952,4
22954,4
22955,4
22964,4
23003,4
23004,4
23005,4
23009,4
23033,4
23034,4
23044,4
23046,4
23048,4
23049,4
23065,4
23078,4
23088,4
23089,4
23110,4
23111,3
23120,4
23121,4
23128,4
23131,4
23134,4
23227,4
23233,4
23235,4
23269,4
23270,4
23271,4
23272,4
23274,4
23276,2
23279,3
23280,3
23282,2
23287,3
23288,3
23289,2
23291,3
23308,3
23309,3
23318,3
23321,3
23332,3
23336,3
23350,2
23351,3
23352,2
23353,3
23354,3
23355,3
23356,2
23357,2
23358,2
23359,3
23370,3
23373,4
23374,3
23375,2
23376,2
23377,2
23378,3
23379,3
23380,3
23381,3
23382,3
23383,4
23384,3
23385,3
23386,3
23387,3
23388,3
23389,3
23390,3
23391,3
23392,3
23393,3
23394,4
23395,3
23396,3
23397,4
23398,3
23399,3
23400,3
23401,4
23402,3
23403,3
23404,3
23405,3
23406,3
23407,3
23408,3
23409,3
23410,3
23411,3
23412,4
23413,4
23414,4
23415,4
23416,4
23417,4
23418,3
23419,3
23420,3
23431,3
23432,3
23433,2
23434,3
23435,3
23490,3
23491,3
23492,3
23493,3
23494,3
23495,3
23496,3
23497,3
23498,3
23499,3
23500,3
23537,3
23544,3
23545,3
23546,3
23547,2
23548,2
23549,2
23550,3
23639,3
23642,4
23649,3
23652,3
23666,4
23672,3
23677,3
23678,3
23679,4
23684,3
23688,3
23696,3
23698,2
23702,3
23704,3
23705,4
23706,4
23707,2
23708,4
23709,4
23710,4
23711,3
23712,3
23713,3
23714,3
23715,2
23716,2
23719,4
23720,4
23721,4
23730,4
23731,4
23743,4
23759,4
23760,4
23761,4
23762,4
23764,4
23773,4
23774,3
23775,4
23776,4
23777,4
23788,4
23789,3
23791,3
23793,3
23796,3
23797,3
23798,4
23800,3
23801,4
23802,3
23805,3
23808,4
23809,4
23810,4
23815,4
23816,2
23818,4
23819,4
23820,4
23830,3
23833,2
23834,3
23836,3
23838,4
23839,4
23840,4
23841,1
23842,2
23843,4
23844,4
23845,3
23846,4
23847,4
23848,4
23849,4
23850,4
23851,3
23852,4
23853,4
23872,3
23874,4
23876,4
23877,4
23878,4
23880,4
23881,4
23882,4
23883,3
23884,4
23885,4
23886,4
23887,4
23888,3
23890,3
23891,3
23892,3
23893,3
24053,1
24054,4
24061,4
24062,2
24063,2
24065,4
24066,4
24069,3
24070,3
24071,4
24089,4
24092,4
24105,3
24118,3
24119,4
24120,4
24122,4
24123,4
24124,4
24125,4
24126,4
24128,3
24129,4
24130,4
24131,4
24132,4
24133,4
24134,4
24135,3
24137,3
24138,3
24139,3
24140,4
24141,4
24143,4
24147,2
24149,2
24156,2
24201,3
24207,2
24213,3
24267,4
24268,3
24269,4
24270,4
24272,4
24278,4
24279,1
24280,4
24281,3
24282,4
24283,0
24299,3
24300,3
24301,2
24302,2
24303,2
24304,2
24305,2
24306,2
24307,3
24308,3
24309,3
24316,4
24318,3
24319,3
24320,4
24321,3
24323,4
24324,4
24325,4
24327,3
24329,3
24330,3
24335,4
24337,4
24338,4
24339,4
24340,4
24341,3
24342,4
24417,2
24418,3
24419,3
24420,3
24466,3
24467,3
24468,3
24469,3
24470,3
24471,3
24472,3
24473,3
24474,3
24475,3
24476,3
24477,3
24478,3
24479,2
24480,3
24481,4
24482,4
24483,3
24484,2
24485,3
24492,4
24493,2
24495,3
24496,3
24497,3
24498,4
24513,3
24518,3
24519,3
24520,3
24521,3
24522,4
24523,4
24524,3
24525,3
24526,4
24527,3
24528,3
24543,2
24544,2
24548,3
24570,2
24572,3
24574,3
24575,3
24576,3
24577,3
24578,3
24579,4
24581,3
24582,3
24583,3
24588,3
24595,3
24596,3
24618,2
24620,2
24621,3
24622,3
24624,3
24625,3
24626,3
24627,4
24628,4
24711,4
24712,3
24713,3
24714,3
24720,3
24723,3
24726,3
24727,4
24730,4
24735,3
24736,3
24739,4
24744,3
24749,4
24750,3
24751,4
24753,3
24757,4
24760,3
24767,3
24768,3
24771,3
24772,3
24773,3
24774,4
24775,3
24777,4
24778,4
24782,3
24783,3
24785,3
24786,3
24788,4
24789,3
24799,4
24800,4
24804,3
24807,3
24808,3
24810,3
24814,4
24816,3
24817,3
24818,3
24819,3
24821,3
24822,4
24824,3
24827,2
24828,4
24829,4
24831,4
24834,4
24836,4
24837,4
24839,3
24840,4
24843,4
24844,4
24846,4
24848,4
24850,4
24869,4
24874,2
24875,3
24876,3
24877,2
24878,3
24879,3
24883,3
24884,3
24886,3
24892,3
24894,3
24902,2
24903,2
24904,2
24905,2
24906,3
24911,4
24912,4
24916,3
24917,3
24920,4
24923,4
24930,4
24933,3
24935,4
24936,0
24937,3
24938,3
24955,4
24956,4
24957,4
24958,4
24959,4
24960,3
24961,4
24962,3
24963,3
24964,4
24972,4
24973,4
24982,4
24994,0
24995,0
24997,1
24998,4
24999,4
25000,1
25001,1
25011,4
25019,4
25020,4
25021,4
25022,4
25023,4
25024,4
25025,4
25026,4
25027,4
25028,4
25029,4
25030,4
25038,4
25104,3
25105,3
25108,2
25109,4
25110,3
25111,3
25118,3
25130,4
25132,4
25137,4
25138,4
25142,3
25143,4
25145,4
25146,1
25147,4
25151,4
25153,4
25166,1
25167,4
25168,1
25169,0
25170,1
25171,4
25172,3
25173,4
25174,0
25175,0
25178,4
25179,3
25183,1
25184,4
25185,4
25187,4
25188,4
25189,4
25195,4
25200,3
25207,3
25232,3
25233,3
25234,3
25235,3
25236,3
25237,3
25238,3
25241,3
25242,3
25243,3
25246,3
25247,4
25279,4
25281,1
25290,1
25293,4
25294,4
25295,1
25297,3
25299,2
25300,1
25303,4
25304,4
25306,3
25311,1
25314,4
25318,1
25319,3
25320,4
25325,4
25334,4
25336,4
25340,4
25341,4
25344,4
25349,4
25350,4
25392,3
25393,3
25394,2
25395,3
25397,3
25398,3
25399,2
25400,3
25401,3
25404,3
25405,3
25406,3
25410,3
25414,3
25415,3
25416,4
25417,4
25418,4
25426,3
25427,3
25428,3
25429,3
25430,3
25431,3
25432,3
25433,3
25434,3
25458,0
25460,3
25461,3
25462,3
25463,3
25464,3
25465,3
25466,3
25467,3
25468,3
25479,2
25480,2
25481,2
25482,3
25483,4
25484,4
25485,4
25486,3
25487,4
25488,4
25489,3
25490,3
25491,4
25492,2
25493,3
25495,3
25503,4
25504,4
25507,4
25509,3
25510,4
25511,4
25512,4
25513,4
25514,4
25525,3
25526,3
25527,2
25528,3
25529,3
25530,4
25531,4
25532,4
25559,4
25560,4
25561,4
25562,4
25563,4
25564,4
25565,4
25571,4
25584,4
25585,4
25587,4
25588,4
25589,3
25590,4
25591,4
25592,4
25604,4
25605,4
25606,4
25607,4
25608,4
25609,4
25610,4
25619,4
25620,4
25621,4
25622,4
25623,4
25624,4
25644,4
25645,4
25646,4
25647,4
25648,4
25704,3
25705,3
25706,3
25707,4
25715,4
25716,4
25717,4
25719,3
25720,3
25721,4
25722,4
25730,4
25731,4
25732,3
25733,3
25750,4
25751,4
25752,4
25753,2
25754,2
25755,3
25756,3
25757,3
25758,4
25759,3
25760,3
25761,3
25762,3
25763,4
25764,4
25765,4
25766,3
25767,3
25768,3
25777,2
25779,2
25781,2
25783,2
25784,2
25798,2
25799,2
25800,2
25801,2
25814,3
25815,3
25817,4
25818,4
25819,3
25825,2
25827,2
25828,2
25829,2
25831,2
25832,2
25833,2
25834,2
25835,2
25836,2
25837,2
25839,3
25840,3
25845,2
25847,3
25848,3
25849,3
25851,2
25863,3
25865,2
25868,2
25870,2
25873,3
25874,3
25875,3
25876,3
25877,3
25878,3
25879,3
25880,3
25885,4
25886,3
25887,2
25888,3
25890,2
25891,4
25897,4
25900,2
25901,2
25932,2
25934,1
25939,1
25941,4
25942,4
25977,2
25978,2
25979,2
25980,2
25981,2
25982,2
25983,2
25992,2
25993,3
25994,3
25996,2
25997,3
25998,2
25999,3
26000,2
26001,2
26003,2
26004,3
26005,2
26006,2
26007,2
26008,3
26009,2
26010,2
26011,2
26012,2
26013,2
26014,3
26015,2
26016,2
26017,2
26018,3
26019,2
26021,2
26023,2
26046,2
26047,2
26048,2
26049,2
26054,2
26056,2
26059,4
26060,4
26062,4
26063,3
26064,3
26065,3
26066,3
26067,3
26068,3
26069,4
26073,4
26075,4
26076,4
26084,3
26086,4
26089,4
26090,4
26092,4
26109,4
26110,4
26111,4
26112,4
26113,4
26124,3
26138,3
26140,3
26144,3
26145,3
26167,3
26176,3
26177,3
26182,3
26189,3
26190,3
26192,3
26271,3
26275,4
26276,3
26283,3
26290,3
26308,4
26314,3
26342,3
26352,3
26358,3
26367,3
26368,3
26374,3
26382,3
26446,3
26447,3
26468,4
26473,3
26479,3
26480,4
26482,3
26487,3
26512,3
26513,3
26550,3
26552,3
26553,3
26555,3
26558,3
26559,3
26563,4
26568,3
26573,3
26581,4
26583,4
26589,3
26598,3
26599,3
26601,3
26605,3
26606,3
26607,3
26609,3
26611,3
26612,3
26613,3
26615,3
26616,3
26617,3
26618,3
26619,3
26620,3
26627,3
26628,3
26630,3
26666,3
26719,3
26720,3
26721,4
26722,3
26723,3
26724,2
26725,2
26726,3
26727,3
26728,3
26729,3
26730,3
26731,3
26732,3
26733,3
26734,3
26735,3
26736,4
26737,3
26738,3
26739,3
26740,4
26741,3
26742,3
26743,3
26751,3
26754,3
26758,3
26761,3
26768,3
26769,2
26770,3
26773,3
26774,4
26775,4
26777,3
26778,3
26800,4
26809,3
26815,3
26829,3
26840,3
26852,3
26876,3
26886,2
26887,2
26889,3
26891,3
26892,3
26894,3
26898,3
26901,3
26905,2
26906,3
26908,2
26909,3
26918,3
26924,3
26925,4
26931,4
26932,4
26934,3
26991,3
26992,3
26993,3
26995,3
26997,3
27011,3
27013,3
27014,3
27015,3
27017,3
27019,3
27020,3
27033,3
27117,4
27118,4
27123,4
27124,4
27142,4
27144,4
27146,4
27149,3
27150,4
27151,3
27152,4
27153,2
27154,2
27156,3
27157,3
27159,2
27167,4
27175,4
27182,4
27187,4
27213,4
27217,4
27221,2
27225,4
27226,3
27227,3
27228,4
27229,4
27245,4
27246,3
27264,3
27265,3
27266,3
27267,3
27268,3
27270,3
27279,4
27280,4
27281,4
27283,4
27284,4
27285,3
27286,4
27287,4
27288,4
27290,3
27291,4
27292,3
27293,4
27294,4
27295,4
27299,3
27300,4
27301,4
27302,3
27303,4
27304,4
27305,4
27306,3
27307,3
27308,3
27310,4
27311,3
27312,3
27313,3
27314,3
27315,4
27316,4
27317,4
27318,4
27319,4
27320,4
27321,2
27322,3
27323,4
27324,3
27325,3
27326,3
27328,2
27330,2
27331,2
27334,2
27337,2
27338,2
27340,2
27342,2
27344,2
27345,2
27346,2
27347,2
27348,2
27349,2
27350,2
27352,2
27363,2
27364,2
27366,2
27367,2
27369,2
27372,2
27377,3
27378,2
27379,2
27380,3
27386,2
27389,4
27390,4
27391,3
27392,3
27393,4
27395,4
27396,4
27404,3
27412,4
27413,3
27414,3
27415,4
27416,4
27417,4
27418,1
27419,4
27420,4
27421,4
27424,2
27425,2
27428,3
27429,2
27430,2
27431,2
27432,2
27433,2
27434,2
27435,3
27436,2
27437,2
27438,2
27439,2
27440,3
27441,2
27444,2
27445,2
27448,2
27449,2
27465,2
27466,2
27467,2
27468,2
27469,2
27470,2
27476,4
27477,4
27478,4
27497,3
27498,3
27499,3
27509,2
27510,2
27511,2
27512,4
27514,4
27515,4
27516,3
27518,4
27520,2
27522,2
27523,3
27524,2
27525,3
27528,2
27530,2
27531,2
27536,2
27537,2
27539,2
27541,2
27542,2
27544,3
27546,3
27548,2
27549,2
27550,3
27552,2
27553,2
27554,2
27555,2
27556,2
27559,3
27562,4
27563,3
27565,2
27566,2
27567,1
27571,4
27572,2
27574,2
27575,2
27576,2
27578,2
27582,4
27583,4
27585,4
27586,3
27587,4
27588,2
27589,2
27590,4
27591,4
27592,4
27593,4
27594,4
27595,4
27598,3
27599,3
27600,3
27601,3
27609,3
27620,3
27621,3
27622,3
27630,3
27631,3
27632,2
27634,2
27635,2
27638,2
27642,2
27643,2
27644,2
27645,2
27646,2
27647,2
27653,2
27664,4
27665,4
27666,4
27667,4
27668,2
27671,2
27672,2
27676,2
27685,2
27686,2
27687,2
27688,2
27689,2
27690,2
27691,2
27692,2
27693,2
27694,2
27695,2
27696,2
27697,2
27698,2
27701,2
27702,2
27703,2
27704,2
27706,2
27707,2
27709,4
27710,3
27711,4
27712,4
27713,2
27714,2
27715,2
27716,4
27717,4
27718,3
27719,4
27720,4
27721,4
27722,4
27723,4
27729,2
27737,2
27739,2
27743,2
27746,2
27748,2
27752,2
27763,2
27766,2
27769,2
27770,2
27772,2
27773,2
27775,2
27778,2
27779,2
27780,2
27786,4
27787,2
27801,2
27802,2
27803,2
27804,2
27805,2
27810,2
27811,2
27813,2
27814,2
27815,2
27816,2
27817,2
27818,2
27819,2
27822,2
27823,2
27824,2
27825,2
27826,2
27827,2
27828,2
27829,2
27830,2
27831,2
27832,2
27833,2
27834,2
27835,2
27837,2
27838,2
27839,2
27840,2
27841,2
27842,2
27843,2
27844,2
27845,2
27846,2
27858,2
27859,2
27860,2
27861,2
27862,2
27865,3
27866,3
27867,3
27868,3
27869,2
27870,4
27871,2
27872,2
27873,2
27874,3
27879,2
27883,3
27886,2
27887,3
27888,2
27895,2
27899,2
27900,2
27901,2
27926,2
27927,2
27928,2
27959,2
27960,2
27962,2
27964,2
27965,2
27966,3
27967,3
27972,2
27973,2
27974,2
27975,3
27978,3
27979,2
27982,4
27983,3
27991,2
27993,2
27997,4
27998,3
27999,4
28000,3
28002,3
28004,4
28005,3
28007,2
28011,2
28012,2
28013,2
28016,3
28018,3
28019,3
28021,3
28022,3
28023,3
28024,4
28027,2
28031,2
28032,2
28033,2
28035,2
28036,2
28037,2
28042,2
28043,2
28044,2
28045,2
28046,2
28047,2
28048,2
28049,2
28052,2
28053,2
28054,2
28144,2
28146,2
28147,2
28148,2
28235,2
28236,2
28237,2
28247,3
28248,3
28249,3
28254,3
28256,3
28257,3
28258,3
28270,2
28272,2
28274,2
28276,2
28335,2
28338,2
28342,2
28345,2
28346,2
28351,3
28352,3
28353,3
28354,4
28356,4
28364,2
28368,3
28376,3
28377,4
28378,4
28379,2
28380,3
28381,3
28382,4
28383,2
28384,3
28385,3
28386,3
28390,4
28391,4
28392,4
28393,4
28395,3
28396,2
28411,2
28423,2
28424,2
28425,2
28426,2
28427,2
28428,2
28429,2
28430,2
28431,2
28432,2
28433,2
28434,2
28444,2
28445,2
28447,2
28449,2
28451,2
28452,2
28453,2
28454,2
28468,2
28469,2
28470,2
28471,2
28472,2
28473,2
28474,2
28475,2
28476,2
28477,2
28478,2
28480,1
28481,1
28482,1
28483,1
28492,2
28494,2
28499,2
28501,2
28516,2
28518,2
28520,3
28521,3
28522,3
28524,3
28526,3
28527,2
28528,2
28529,2
28532,2
28538,3
28539,2
28540,3
28544,3
28554,3
28555,2
28557,3
28558,3
28560,3
28580,4
28657,3
28661,3
28668,2
28669,2
28670,2
28671,2
28672,2
28677,2
28684,3
28686,3
28687,3
28688,3
28689,4
28690,4
28691,3
28693,3
28694,3
28706,4
28708,4
28727,4
28728,4
28729,2
28730,3
28731,2
28733,2
28734,3
28736,4
28737,4
28738,4
28739,4
28749,3
28750,4
28754,3
28756,3
28766,3
28767,3
28768,3
28769,3
28770,3
28782,3
28783,3
28788,3
28789,3
28791,3
28798,3
28799,2
28800,2
28807,4
28810,3
28823,3
28825,3
28830,2
28836,3
28838,3
28840,3
28841,3
28846,4
28847,4
28848,4
28849,4
28853,4
28856,4
28857,4
28862,4
28863,4
28880,2
28881,2
28885,3
28886,3
28887,3
28888,3
28889,2
28890,2
28897,2
28899,2
28901,2
28902,2
28903,2
28904,2
28905,2
28907,2
28909,2
28933,2
28936,3
28937,4
28938,4
28939,4
28940,4
28941,4
28942,4
28943,3
28944,3
28945,3
28946,3
28947,3
28948,3
28949,3
28952,2
28956,3
28958,3
28959,4
28960,3
28963,3
28968,3
28970,3
28976,3
28989,3
28992,2
28993,3
28994,3
28996,3
28997,3
29000,2
29001,2
29003,3
29005,4
29008,4
29011,1
29014,1
29024,3
29025,3
29026,3
29027,3
29035,2
29036,2
29037,2
29038,2
29040,2
29041,2
29063,2
29067,3
29068,3
29070,3
29072,2
29077,3
29078,3
29080,3
29082,3
29179,3
29181,4
29182,4
29190,4
29193,3
29194,3
29202,3
29258,3
29259,3
29260,3
29261,3
29262,3
29268,3
29269,3
29271,3
29272,3
29277,3
29278,3
29279,3
29280,3
29281,3
29282,3
29283,3
29284,3
29285,3
29296,2
29428,2
29429,3
29437,2
29439,3
29458,2
29459,3
29461,3
29464,2
29469,3
29470,3
29473,3
29475,3
29477,3
29479,2
29485,3
29487,3
29494,3
29507,2
29508,2
29509,2
29545,2
29546,2
29555,2
29557,3
29576,2
29577,2
29578,2
29579,2
29580,2
29581,2
29584,2
29597,2
29598,2
29600,2
29603,2
29604,2
29611,2
29612,2
29614,2
29617,2
29628,2
29629,2
29668,2
29669,2
29670,2
29671,2
29672,2
29673,2
29681,2
29682,2
29683,2
29690,2
29739,2
29740,2
29751,2
29752,2
29753,2
29754,2
29755,2
29756,2
29757,2
29758,2
29759,2
29760,2
29761,2
29762,2
29763,2
29764,2
29765,2
29766,2
29767,2
29768,2
29769,2
29772,2
29773,2
29776,2
29777,2
29784,2
29785,2
29786,2
29790,2
29791,2
29792,2
29796,2
29808,2
29809,2
29810,2
29811,2
29812,1
29813,2
29814,2
29815,3
29827,1
29828,1
29829,1
29830,4
29839,2
29843,2
29844,2
29845,2
29866,2
29867,2
29868,2
29869,2
29870,2
29871,2
29872,2
29885,2
29887,2
29890,2
29891,2
29892,2
29894,4
29895,2
29896,2
29897,2
29899,2
29900,2
29902,2
29903,2
29904,2
29905,2
29906,2
29907,2
29909,2
29913,2
29916,2
29918,2
29920,2
29921,2
29922,2
29923,2
29929,2
30006,2
30009,2
30014,2
30015,2
30019,2
30021,2
30022,2
30023,2
30024,2
30025,2
30026,2
30027,2
30030,2
30031,2
30033,2
30034,2
30036,2
30048,2
30049,2
30050,2
30051,2
30052,2
30053,2
30054,2
30055,2
30056,2
30057,2
30058,2
30059,2
30061,2
30062,2
30063,4
30064,4
30065,3
30066,3
30069,3
30070,4
30071,2
30073,4
30147,2
30148,2
30151,2
30228,2
30232,2
30234,2
30236,2
30245,3
30246,2
30247,2
30248,2
30256,4
30259,3
30260,4
30264,4
30267,3
30268,3
30270,3
30272,3
30274,2
30275,3
30276,3
30278,3
30279,3
30321,2
30322,2
30326,2
30327,2
30329,2
30331,2
30332,2
30334,2
30338,2
30341,2
30342,2
30344,2
30345,2
30346,2
30347,2
30348,4
30349,3
30350,2
30351,2
30354,1
30355,4
30357,3
30358,3
30359,3
30375,4
30376,2
30379,4
30380,1
30404,2
30415,2
30417,2
30444,2
30449,2
30451,2
30452,2
30456,2
30457,2
30460,2
30464,3
30465,2
30504,2
30505,2
30509,2
30510,2
30512,2
30513,2
30515,2
30516,2
30517,2
30518,2
30520,2
30521,2
30522,2
30523,2
30526,2
30528,2
30530,2
30533,2
30535,2
30540,2
30542,2
30550,2
30551,2
30552,2
30553,2
30554,2
30556,2
30557,2
30559,2
30560,2
30561,2
30562,2
30564,2
30565,2
30566,2
30567,2
30568,2
30569,2
30570,2
30571,2
30574,2
30575,2
30576,2
30582,2
30583,2
30584,2
30585,2
30586,2
30587,2
30589,2
30590,2
30591,2
30592,2
30593,2
30597,2
30598,2
30599,2
30601,2
30603,2
30604,2
30620,2
30621,2
30622,2
30623,2
30627,2
30628,2
30629,2
30630,3
30631,2
30634,4
30636,3
30637,4
30638,3
30641,3
30642,4
30649,2
30739,4
30740,4
30741,1
30742,2
30743,4
30744,2
30745,1
30746,4
30747,4
30748,2
30749,4
30751,4
30752,4
30753,4
30754,4
30766,2
30767,2
30768,2
30769,2
30770,4
30771,2
30772,1
30773,2
30774,2
30784,3
30793,2
30797,2
31128,2
31132,2
31175,4
31177,3
31180,2
31181,2
31184,2
31188,2
31190,2
31191,2
31192,2
31195,2
31197,3
31205,2
31207,3
31208,2
31211,2
31214,2
31220,2
31222,2
31224,3
31225,2
31226,3
31228,2
31233,2
31234,2
31235,2
31238,2
31241,2
31245,3
31250,2
31252,2
31255,2
31258,2
31337,2
31338,2
31344,2
31366,2
31367,2
31368,2
31376,2
31379,2
31381,2
31429,2
31431,2
31474,2
31604,4
31716,4
31717,4
31792,4
31793,4
31794,3
31795,4
31796,4
31797,4
31798,4
31799,4
31800,3
31801,4
31802,3
31803,4
31804,4
31805,3
31807,4
31808,3
31809,3
31812,2
31813,2
31815,2
31816,2
31817,2
31819,2
31820,2
31821,2
31822,2
31824,2
31832,2
31833,2
31834,2
31835,2
31836,2
31848,3
31849,2
31852,2
31853,2
31854,2
31855,2
31856,2
31857,2
31858,2
31859,2
31860,2
31861,2
31862,2
31864,2
31866,2
31874,2
31875,2
31876,2
31878,2
31879,2
31880,2
31881,2
31882,2
31883,2
31884,3
31887,2
31889,2
31890,2
31896,2
31898,2
31904,2
31905,2
31906,3
31911,3
31912,2
31913,3
31935,3
31937,2
31938,2
31940,3
31941,3
31942,2
31943,2
31944,2
31945,3
31946,3
31947,2
31948,2
31949,2
31950,2
31951,2
31952,2
31953,2
31954,3
31955,2
31957,2
31958,3
31959,3
31960,3
31961,2
31963,2
31964,2
31965,2
31966,2
31967,2
31969,3
31972,3
31974,3
31975,2
31976,3
31977,3
31978,3
31979,3
31980,3
31981,3
31982,3
31985,2
31986,2
32005,3
32006,3
32007,3
32008,2
32009,2
32010,2
32011,2
32012,2
32013,2
32014,2
32019,2
32023,2
32029,2
32030,2
32032,2
32033,3
32034,2
32035,2
32036,2
32037,3
32043,3
32051,3
32055,3
32061,3
32062,3
32063,3
32065,3
32066,2
32067,4
32068,3
32069,2
32070,3
32071,3
32072,3
32073,3
32082,2
32083,2
32084,2
32085,2
32088,2
32089,2
32090,2
32091,2
32092,2
32093,2
32094,2
32095,2
32096,2
32097,2
32099,2
32100,4
32101,2
32102,2
32112,3
32113,3
32114,3
32115,3
32116,3
32117,3
32118,3
32119,2
32120,2
32121,2
32123,0
32124,1
32125,1
32126,1
32127,1
32128,1
32129,1
32130,1
32131,1
32132,0
32133,0
32134,1
32135,1
32136,1
32137,1
32138,1
32139,1
32140,1
32141,0
32143,1
32146,0
32147,1
32148,1
32151,1
32152,2
32177,3
32194,4
32195,3
32248,4
32249,4
32250,3
32251,4
32252,4
32253,4
32254,1
32255,4
32256,4
32257,4
32258,4
32260,3
32301,2
32302,2
32421,4
32422,4
32439,4
32440,1
32441,4
32442,1
32443,4
32444,4
32476,4
32477,4
32478,4
32544,4
32545,4
32546,4
32547,4
32548,4
32549,4
32550,4
32551,4
32552,4
32553,4
32554,4
32555,4
32556,4
32558,4
32562,4
32563,4
32566,4
32567,4
32569,4
32571,4
32574,4
32576,4
32579,4
32582,4
32587,4
32590,4
32592,4
32593,4
32596,4
32598,4
32599,4
32634,1
32635,4
32639,4
32640,4
32641,4
32651,4
32659,1
32678,1
32680,1
32692,1
32697,1
32701,4
32706,4
32709,1
32712,1
32714,4
32721,4
32722,4
32738,4
32742,4
32750,1
32782,1
32788,1
32789,1
32809,1
32820,1
32825,3
32828,4
32835,1
32842,1
32852,4
32874,1
32877,1
32889,1
32890,1
32900,1
32904,1
32915,1
32920,1
32921,1
32936,1
32944,4
32951,4
32961,1
32965,4
32976,4
33014,3
33015,4
33016,4
33017,3
33018,3
33019,4
33030,4
33031,3
33032,4
33106,4
33109,2
33116,4
33135,2
33136,3
33141,3
33142,3
33143,3
33144,3
33154,4
33173,2
33174,3
33175,2
33176,2
33177,2
33178,2
33180,2
33182,2
33183,2
33184,2
33185,2
33186,2
33188,2
33189,2
33190,2
33192,2
33193,4
33201,4
33203,4
33210,4
33233,1
33234,1
33235,3
33236,4
33237,4
33238,4
33239,1
33240,4
33303,4
33304,1
33306,3
33309,1
33312,4
33315,4
33438,3
33439,3
33440,4
33441,4
33442,4
33444,3
33585,4
33586,2
33587,4
33589,4
33591,2
33593,4
33600,2
33805,2
33808,2
33816,2
33822,2
33833,2
33848,2
33931,2
33942,2
33944,2
33948,2
33949,2
33954,2
33956,2
33957,2
34144,3
34145,2
34240,2
34241,2
34245,2
34247,3
34248,2
34249,2
34250,2
34251,3
34253,2
34305,2
34372,2
34374,3
34376,2
34379,2
34380,2
34383,2
34385,2
34390,3
34607,3
34608,2
34624,3
34625,3
34638,2
34647,3
34648,3
34654,3
34676,2
34677,3
34690,3
34695,2
34738,4
34740,2
34751,3
34821,2
34822,3
34823,2
34826,2
34827,3
34829,2
34831,4
34837,3
34893,2
34896,3
35018,2
35019,3
35021,2
35026,2
35027,3
35029,2
35031,2
35036,2
35163,2
35210,2
35250,2
35253,2
35256,3
35257,2
35264,2
35274,2
35275,2
35278,3
35287,2
35288,3
35289,3
35295,2
35296,2
35393,3
35394,3
35398,2
35400,2
35403,2
35404,4
35405,3
35406,3
35407,3
35408,3
35409,3
35410,3
35411,3
35412,3
35413,3
35414,3
35415,3
35457,3
35458,3
35459,2
35463,2
35512,2
35514,2
35520,2
36425,1
36426,1
36440,2
36441,2
36446,2
36447,2
36449,2
36450,2
36451,2
36452,2
36453,2
36454,2
36455,2
36456,2
36458,2
36464,2
36465,2
36467,2
36468,2
36469,2
36474,2
36476,2
36480,2
36481,2
36523,4
36524,4
36525,4
36526,4
36527,1
36528,4
36529,4
36530,1
36531,4
36575,1
36576,1
36577,1
36578,2
36580,4
36581,2
36584,4
36585,3
36586,4
36606,3
36607,4
36609,3
36613,3
36614,3
36615,3
36616,3
36620,3
36622,4
36623,4
36634,4
36635,4
36637,4
36639,4
36640,4
36646,4
36647,4
36648,4
36659,3
36660,3
36661,3
36662,3
36679,1
36680,4
36682,4
36763,4
36764,3
36765,4
36766,4
36767,4
36768,4
36769,4
36770,4
36771,4
36772,3
36799,4
36810,4
36811,4
36812,4
36821,4
36822,3
36823,4
36824,3
36825,4
36826,4
36831,4
36832,4
36833,4
