,labelSrNd
21916,4
21917,4
21918,4
21919,4
21962,4
21964,4
22071,2
22085,2
22086,4
22087,2
22088,1
22089,2
22090,2
22091,4
22095,2
22096,2
22097,2
22099,2
22103,2
22106,2
22107,2
22109,2
22110,2
22113,2
22114,2
22115,2
22116,2
22117,3
22118,3
22120,3
22122,2
22123,1
22131,4
22158,4
22159,4
22160,4
22161,4
22162,4
22247,4
22249,1
22276,1
22277,2
22279,4
22280,1
22281,1
22282,1
22283,1
22284,1
22285,1
22286,1
22287,1
22288,1
22289,1
22290,4
22291,1
22297,1
22303,1
22304,1
22305,1
22317,1
22319,1
22321,1
22327,4
22328,4
22329,4
22330,1
22331,4
22332,4
22333,4
22334,1
22356,1
22357,1
22358,1
22372,1
22377,1
22422,1
22423,1
22424,1
22426,1
22427,1
22428,1
22434,0
22435,2
22436,2
22437,2
22442,2
22443,2
22455,2
22457,2
22515,2
22517,2
22519,2
22522,2
22523,4
22533,2
22534,0
22535,0
22536,2
22538,2
22539,2
22540,2
22552,2
22583,1
22608,2
22611,2
22615,2
22616,2
22618,2
22619,2
22620,4
22621,2
22623,2
22624,4
22625,4
22626,2
22627,0
22628,0
22629,2
22630,2
22631,1
22632,2
22633,4
22634,2
22635,2
22636,2
22637,2
22643,2
22645,2
22650,2
22652,2
22654,2
22655,2
22661,2
22662,1
22663,2
22664,1
22665,2
22666,2
22667,2
22668,2
22669,2
22670,2
22671,2
22672,2
22673,2
22675,1
22676,1
22680,1
22684,1
22685,1
22687,1
22688,1
22689,1
22690,1
22692,1
22693,1
22694,1
22695,2
22700,2
22736,2
22768,2
22770,4
22772,1
22783,2
22784,2
22785,2
22818,2
22820,2
22897,2
22898,4
22899,0
22900,0
22903,2
22904,4
22907,2
22945,1
22947,4
22948,0
22952,4
22954,4
22955,0
22964,2
23003,2
23004,2
23005,2
23009,2
23033,4
23034,0
23044,0
23046,2
23048,2
23049,2
23065,2
23078,4
23088,2
23089,2
23110,0
23111,2
23120,4
23121,4
23128,2
23131,2
23134,2
23227,2
23233,2
23235,0
23269,0
23270,2
23271,0
23272,2
23274,2
23276,2
23279,3
23280,2
23282,2
23287,3
23288,2
23289,2
23291,3
23308,2
23309,2
23318,3
23321,3
23332,3
23336,2
23350,2
23351,3
23352,2
23353,2
23354,2
23355,3
23356,2
23357,2
23358,2
23359,3
23370,2
23373,2
23374,2
23375,2
23376,2
23377,2
23378,2
23379,2
23380,2
23381,2
23382,2
23383,2
23384,2
23385,2
23386,2
23387,2
23388,2
23389,3
23390,2
23391,2
23392,3
23393,2
23394,2
23395,2
23396,2
23397,2
23398,2
23399,2
23400,3
23401,2
23402,2
23403,2
23404,2
23405,2
23406,2
23407,2
23408,2
23409,3
23410,2
23411,2
23412,2
23413,2
23414,2
23415,2
23416,2
23417,2
23418,2
23419,2
23420,2
23431,3
23432,2
23433,2
23434,3
23435,2
23490,3
23491,2
23492,2
23493,2
23494,2
23495,3
23496,2
23497,2
23498,2
23499,3
23500,3
23537,2
23544,3
23545,2
23546,2
23547,2
23548,2
23549,2
23550,2
23639,3
23642,2
23649,2
23652,2
23666,2
23672,2
23677,3
23678,2
23679,2
23684,2
23688,2
23696,2
23698,2
23702,3
23704,2
23705,2
23706,4
23707,2
23708,2
23709,2
23710,2
23711,2
23712,2
23713,2
23714,2
23715,2
23716,2
23719,0
23720,2
23721,4
23730,4
23731,4
23743,2
23759,4
23760,4
23761,2
23762,2
23764,2
23773,4
23774,2
23775,2
23776,2
23777,0
23788,2
23789,2
23791,2
23793,2
23796,2
23797,2
23798,2
23800,2
23801,2
23802,2
23805,2
23808,2
23809,2
23810,2
23815,2
23816,2
23818,2
23819,2
23820,2
23830,2
23833,2
23834,3
23836,2
23838,4
23839,1
23840,1
23841,1
23842,2
23843,0
23844,0
23845,2
23846,2
23847,4
23848,4
23849,4
23850,2
23851,2
23852,2
23853,0
23872,2
23874,2
23876,4
23877,0
23878,2
23880,2
23881,2
23882,2
23883,2
23884,2
23885,2
23886,2
23887,4
23888,3
23890,3
23891,2
23892,2
23893,3
24053,1
24054,4
24061,1
24062,2
24063,2
24065,4
24066,0
24069,2
24070,2
24071,0
24089,2
24092,2
24105,3
24118,3
24119,2
24120,2
24122,4
24123,4
24124,0
24125,4
24126,2
24128,2
24129,4
24130,2
24131,0
24132,4
24133,4
24134,2
24135,3
24137,2
24138,2
24139,2
24140,2
24141,0
24143,0
24147,2
24149,2
24156,2
24201,3
24207,2
24213,3
24267,2
24268,3
24269,0
24270,0
24272,0
24278,2
24279,0
24280,2
24281,2
24282,4
24283,0
24299,2
24300,2
24301,2
24302,2
24303,2
24304,2
24305,2
24306,2
24307,2
24308,2
24309,2
24316,0
24318,2
24319,2
24320,0
24321,2
24323,0
24324,2
24325,4
24327,2
24329,2
24330,2
24335,0
24337,4
24338,2
24339,2
24340,0
24341,3
24342,2
24417,2
24418,2
24419,2
24420,2
24466,2
24467,2
24468,3
24469,2
24470,2
24471,2
24472,2
24473,3
24474,2
24475,3
24476,2
24477,3
24478,2
24479,2
24480,3
24481,2
24482,2
24483,2
24484,2
24485,2
24492,2
24493,2
24495,2
24496,2
24497,2
24498,2
24513,2
24518,2
24519,2
24520,2
24521,2
24522,2
24523,2
24524,2
24525,3
24526,2
24527,3
24528,2
24543,2
24544,2
24548,2
24570,2
24572,2
24574,2
24575,3
24576,2
24577,2
24578,2
24579,4
24581,2
24582,2
24583,2
24588,2
24595,3
24596,2
24618,2
24620,2
24621,2
24622,2
24624,2
24625,2
24626,2
24627,2
24628,2
24711,2
24712,2
24713,2
24714,2
24720,2
24723,2
24726,2
24727,2
24730,2
24735,2
24736,2
24739,2
24744,3
24749,2
24750,2
24751,2
24753,2
24757,2
24760,2
24767,2
24768,2
24771,2
24772,2
24773,2
24774,2
24775,2
24777,2
24778,2
24782,2
24783,2
24785,2
24786,2
24788,2
24789,2
24799,2
24800,2
24804,2
24807,2
24808,2
24810,2
24814,2
24816,2
24817,2
24818,2
24819,2
24821,3
24822,2
24824,2
24827,2
24828,2
24829,2
24831,4
24834,4
24836,4
24837,4
24839,2
24840,2
24843,0
24844,4
24846,2
24848,0
24850,2
24869,0
24874,2
24875,2
24876,2
24877,2
24878,3
24879,3
24883,2
24884,3
24886,2
24892,2
24894,2
24902,2
24903,2
24904,2
24905,2
24906,2
24911,2
24912,2
24916,3
24917,2
24920,2
24923,2
24930,4
24933,2
24935,4
24936,0
24937,2
24938,2
24955,4
24956,4
24957,4
24958,1
24959,0
24960,2
24961,4
24962,3
24963,2
24964,2
24972,4
24973,4
24982,2
24994,0
24995,0
24997,0
24998,1
24999,2
25000,0
25001,1
25011,2
25019,2
25020,4
25021,2
25022,4
25023,2
25024,2
25025,2
25026,4
25027,2
25028,4
25029,2
25030,2
25038,2
25104,2
25105,2
25108,2
25109,2
25110,2
25111,2
25118,2
25130,2
25132,2
25137,0
25138,2
25142,2
25143,4
25145,0
25146,1
25147,4
25151,2
25153,2
25166,0
25167,0
25168,0
25169,0
25170,0
25171,0
25172,2
25173,0
25174,0
25175,0
25178,2
25179,3
25183,1
25184,2
25185,0
25187,2
25188,4
25189,2
25195,2
25200,2
25207,2
25232,3
25233,3
25234,3
25235,2
25236,3
25237,2
25238,2
25241,2
25242,2
25243,2
25246,2
25247,2
25279,1
25281,1
25290,0
25293,2
25294,2
25295,1
25297,2
25299,2
25300,0
25303,4
25304,2
25306,2
25311,0
25314,2
25318,1
25319,2
25320,2
25325,4
25334,2
25336,0
25340,2
25341,4
25344,4
25349,4
25350,0
25392,2
25393,2
25394,2
25395,2
25397,2
25398,2
25399,2
25400,2
25401,2
25404,2
25405,2
25406,2
25410,2
25414,2
25415,2
25416,2
25417,2
25418,2
25426,2
25427,2
25428,2
25429,3
25430,2
25431,2
25432,2
25433,2
25434,3
25458,0
25460,2
25461,2
25462,3
25463,3
25464,2
25465,2
25466,3
25467,2
25468,3
25479,2
25480,2
25481,2
25482,2
25483,4
25484,1
25485,1
25486,2
25487,1
25488,2
25489,2
25490,2
25491,2
25492,2
25493,2
25495,2
25503,2
25504,2
25507,4
25509,2
25510,1
25511,2
25512,1
25513,1
25514,1
25525,2
25526,3
25527,2
25528,2
25529,2
25530,2
25531,2
25532,2
25559,2
25560,2
25561,2
25562,2
25563,2
25564,2
25565,4
25571,4
25584,2
25585,2
25587,4
25588,2
25589,2
25590,2
25591,2
25592,2
25604,2
25605,2
25606,0
25607,0
25608,4
25609,0
25610,0
25619,2
25620,2
25621,2
25622,2
25623,0
25624,0
25644,0
25645,1
25646,2
25647,2
25648,2
25704,2
25705,2
25706,2
25707,1
25715,2
25716,4
25717,4
25719,3
25720,2
25721,4
25722,2
25730,2
25731,2
25732,2
25733,2
25750,2
25751,2
25752,2
25753,2
25754,2
25755,2
25756,3
25757,2
25758,2
25759,2
25760,2
25761,2
25762,2
25763,2
25764,2
25765,2
25766,2
25767,2
25768,2
25777,2
25779,2
25781,2
25783,2
25784,2
25798,2
25799,2
25800,2
25801,2
25814,2
25815,2
25817,2
25818,2
25819,2
25825,2
25827,2
25828,0
25829,2
25831,2
25832,2
25833,2
25834,2
25835,2
25836,2
25837,2
25839,3
25840,3
25845,2
25847,2
25848,2
25849,2
25851,2
25863,2
25865,2
25868,2
25870,2
25873,3
25874,2
25875,2
25876,2
25877,2
25878,2
25879,3
25880,2
25885,2
25886,2
25887,2
25888,2
25890,2
25891,2
25897,2
25900,2
25901,2
25932,2
25934,1
25939,1
25941,2
25942,2
25977,2
25978,2
25979,2
25980,2
25981,2
25982,2
25983,2
25992,2
25993,2
25994,2
25996,2
25997,3
25998,2
25999,2
26000,2
26001,2
26003,2
26004,3
26005,2
26006,2
26007,2
26008,3
26009,2
26010,2
26011,2
26012,2
26013,2
26014,2
26015,2
26016,2
26017,2
26018,2
26019,2
26021,2
26023,2
26046,2
26047,2
26048,2
26049,2
26054,2
26056,2
26059,2
26060,0
26062,2
26063,2
26064,2
26065,2
26066,2
26067,2
26068,2
26069,2
26073,2
26075,4
26076,2
26084,2
26086,2
26089,2
26090,2
26092,1
26109,0
26110,1
26111,1
26112,4
26113,0
26124,2
26138,2
26140,3
26144,3
26145,3
26167,2
26176,3
26177,3
26182,2
26189,2
26190,2
26192,2
26271,2
26275,2
26276,2
26283,2
26290,3
26308,2
26314,2
26342,2
26352,2
26358,2
26367,2
26368,3
26374,2
26382,2
26446,2
26447,2
26468,2
26473,2
26479,2
26480,2
26482,2
26487,3
26512,2
26513,2
26550,2
26552,3
26553,3
26555,2
26558,2
26559,2
26563,2
26568,2
26573,2
26581,2
26583,2
26589,2
26598,2
26599,2
26601,2
26605,3
26606,3
26607,3
26609,3
26611,3
26612,2
26613,3
26615,2
26616,2
26617,2
26618,3
26619,3
26620,3
26627,3
26628,2
26630,2
26666,2
26719,2
26720,2
26721,2
26722,3
26723,2
26724,2
26725,2
26726,2
26727,2
26728,2
26729,2
26730,2
26731,2
26732,2
26733,2
26734,2
26735,2
26736,2
26737,2
26738,2
26739,2
26740,2
26741,2
26742,2
26743,2
26751,2
26754,2
26758,2
26761,2
26768,2
26769,2
26770,2
26773,2
26774,2
26775,2
26777,2
26778,2
26800,2
26809,3
26815,2
26829,2
26840,2
26852,2
26876,2
26886,2
26887,2
26889,2
26891,2
26892,2
26894,2
26898,2
26901,2
26905,2
26906,2
26908,2
26909,2
26918,2
26924,2
26925,2
26931,2
26932,2
26934,2
26991,3
26992,3
26993,2
26995,2
26997,2
27011,2
27013,2
27014,2
27015,3
27017,2
27019,3
27020,2
27033,2
27117,2
27118,2
27123,2
27124,2
27142,2
27144,2
27146,2
27149,2
27150,2
27151,2
27152,2
27153,2
27154,2
27156,2
27157,2
27159,2
27167,2
27175,2
27182,0
27187,0
27213,4
27217,0
27221,2
27225,4
27226,3
27227,2
27228,4
27229,0
27245,2
27246,2
27264,2
27265,2
27266,2
27267,2
27268,2
27270,2
27279,2
27280,2
27281,2
27283,2
27284,2
27285,2
27286,2
27287,2
27288,2
27290,2
27291,2
27292,2
27293,4
27294,2
27295,2
27299,2
27300,2
27301,2
27302,2
27303,2
27304,2
27305,2
27306,2
27307,3
27308,2
27310,2
27311,2
27312,2
27313,2
27314,3
27315,2
27316,2
27317,2
27318,2
27319,2
27320,2
27321,2
27322,2
27323,2
27324,2
27325,2
27326,2
27328,2
27330,2
27331,2
27334,2
27337,2
27338,2
27340,2
27342,2
27344,2
27345,2
27346,2
27347,2
27348,2
27349,2
27350,2
27352,2
27363,2
27364,2
27366,2
27367,2
27369,2
27372,2
27377,2
27378,2
27379,2
27380,2
27386,2
27389,1
27390,0
27391,2
27392,2
27393,4
27395,2
27396,2
27404,2
27412,1
27413,2
27414,2
27415,4
27416,0
27417,2
27418,1
27419,4
27420,4
27421,2
27424,2
27425,2
27428,2
27429,2
27430,2
27431,2
27432,2
27433,2
27434,2
27435,2
27436,2
27437,2
27438,2
27439,2
27440,2
27441,2
27444,2
27445,2
27448,2
27449,2
27465,2
27466,2
27467,2
27468,2
27469,2
27470,2
27476,2
27477,2
27478,2
27497,2
27498,2
27499,2
27509,2
27510,2
27511,2
27512,2
27514,2
27515,2
27516,2
27518,2
27520,2
27522,2
27523,2
27524,2
27525,2
27528,2
27530,2
27531,2
27536,2
27537,2
27539,2
27541,2
27542,2
27544,2
27546,2
27548,2
27549,2
27550,2
27552,2
27553,2
27554,2
27555,2
27556,2
27559,2
27562,0
27563,3
27565,2
27566,2
27567,1
27571,0
27572,2
27574,2
27575,2
27576,2
27578,2
27582,4
27583,4
27585,4
27586,2
27587,2
27588,2
27589,2
27590,2
27591,2
27592,0
27593,2
27594,2
27595,2
27598,2
27599,2
27600,2
27601,2
27609,3
27620,3
27621,3
27622,3
27630,2
27631,2
27632,2
27634,2
27635,2
27638,2
27642,2
27643,2
27644,2
27645,2
27646,2
27647,2
27653,2
27664,4
27665,4
27666,4
27667,4
27668,2
27671,2
27672,2
27676,2
27685,2
27686,2
27687,2
27688,0
27689,2
27690,2
27691,2
27692,2
27693,2
27694,2
27695,2
27696,2
27697,2
27698,2
27701,2
27702,2
27703,2
27704,2
27706,2
27707,2
27709,2
27710,2
27711,2
27712,2
27713,2
27714,2
27715,2
27716,2
27717,2
27718,2
27719,2
27720,2
27721,2
27722,2
27723,2
27729,2
27737,2
27739,2
27743,2
27746,2
27748,2
27752,2
27763,2
27766,2
27769,2
27770,2
27772,2
27773,2
27775,2
27778,2
27779,2
27780,2
27786,0
27787,2
27801,2
27802,2
27803,2
27804,2
27805,2
27810,2
27811,2
27813,2
27814,2
27815,2
27816,2
27817,2
27818,2
27819,2
27822,2
27823,2
27824,2
27825,2
27826,2
27827,2
27828,2
27829,2
27830,2
27831,2
27832,2
27833,2
27834,2
27835,2
27837,2
27838,2
27839,2
27840,2
27841,2
27842,2
27843,2
27844,2
27845,2
27846,2
27858,2
27859,2
27860,2
27861,2
27862,2
27865,2
27866,2
27867,2
27868,2
27869,2
27870,2
27871,2
27872,2
27873,2
27874,2
27879,2
27883,2
27886,2
27887,2
27888,2
27895,2
27899,2
27900,2
27901,2
27926,2
27927,2
27928,2
27959,2
27960,2
27962,2
27964,2
27965,2
27966,2
27967,2
27972,2
27973,2
27974,2
27975,2
27978,2
27979,2
27982,2
27983,3
27991,2
27993,2
27997,4
27998,3
27999,2
28000,3
28002,2
28004,2
28005,2
28007,2
28011,2
28012,2
28013,2
28016,3
28018,2
28019,2
28021,3
28022,2
28023,2
28024,2
28027,2
28031,2
28032,2
28033,2
28035,2
28036,2
28037,2
28042,2
28043,0
28044,2
28045,2
28046,2
28047,2
28048,2
28049,2
28052,2
28053,2
28054,2
28144,2
28146,2
28147,2
28148,2
28235,2
28236,2
28237,2
28247,2
28248,2
28249,2
28254,2
28256,2
28257,2
28258,2
28270,2
28272,2
28274,2
28276,2
28335,2
28338,2
28342,2
28345,2
28346,2
28351,2
28352,2
28353,2
28354,2
28356,2
28364,2
28368,2
28376,2
28377,4
28378,0
28379,2
28380,2
28381,3
28382,2
28383,2
28384,2
28385,2
28386,2
28390,4
28391,2
28392,2
28393,2
28395,2
28396,2
28411,2
28423,2
28424,2
28425,2
28426,2
28427,2
28428,2
28429,2
28430,2
28431,0
28432,2
28433,2
28434,2
28444,2
28445,2
28447,2
28449,2
28451,2
28452,2
28453,2
28454,2
28468,2
28469,2
28470,2
28471,2
28472,2
28473,2
28474,2
28475,2
28476,2
28477,2
28478,2
28480,1
28481,0
28482,1
28483,0
28492,2
28494,2
28499,2
28501,0
28516,2
28518,2
28520,2
28521,2
28522,2
28524,2
28526,2
28527,0
28528,2
28529,2
28532,2
28538,2
28539,2
28540,2
28544,2
28554,2
28555,2
28557,2
28558,2
28560,2
28580,2
28657,3
28661,2
28668,2
28669,2
28670,2
28671,2
28672,2
28677,2
28684,2
28686,2
28687,2
28688,2
28689,2
28690,2
28691,2
28693,2
28694,2
28706,2
28708,2
28727,2
28728,2
28729,2
28730,2
28731,2
28733,2
28734,2
28736,2
28737,2
28738,2
28739,2
28749,2
28750,4
28754,2
28756,2
28766,2
28767,2
28768,2
28769,2
28770,2
28782,2
28783,2
28788,2
28789,2
28791,2
28798,2
28799,2
28800,2
28807,2
28810,2
28823,2
28825,2
28830,2
28836,2
28838,2
28840,2
28841,2
28846,2
28847,2
28848,2
28849,2
28853,2
28856,2
28857,4
28862,2
28863,2
28880,2
28881,2
28885,3
28886,3
28887,2
28888,3
28889,2
28890,2
28897,2
28899,2
28901,2
28902,2
28903,2
28904,2
28905,2
28907,2
28909,2
28933,2
28936,2
28937,2
28938,2
28939,2
28940,2
28941,2
28942,2
28943,2
28944,2
28945,2
28946,3
28947,2
28948,2
28949,2
28952,2
28956,2
28958,2
28959,2
28960,3
28963,2
28968,2
28970,2
28976,2
28989,2
28992,2
28993,3
28994,2
28996,2
28997,2
29000,2
29001,2
29003,2
29005,2
29008,2
29011,1
29014,1
29024,2
29025,2
29026,2
29027,2
29035,2
29036,2
29037,2
29038,2
29040,2
29041,2
29063,2
29067,2
29068,2
29070,2
29072,2
29077,2
29078,2
29080,2
29082,2
29179,2
29181,2
29182,2
29190,2
29193,2
29194,2
29202,2
29258,2
29259,2
29260,2
29261,2
29262,3
29268,2
29269,2
29271,3
29272,2
29277,2
29278,3
29279,3
29280,3
29281,2
29282,3
29283,2
29284,2
29285,2
29296,2
29428,2
29429,2
29437,2
29439,2
29458,2
29459,3
29461,2
29464,2
29469,2
29470,3
29473,2
29475,3
29477,3
29479,2
29485,2
29487,3
29494,3
29507,2
29508,2
29509,2
29545,2
29546,2
29555,0
29557,2
29576,2
29577,2
29578,2
29579,2
29580,2
29581,2
29584,2
29597,0
29598,2
29600,2
29603,2
29604,0
29611,2
29612,0
29614,2
29617,2
29628,2
29629,2
29668,2
29669,2
29670,2
29671,2
29672,2
29673,2
29681,0
29682,0
29683,0
29690,0
29739,2
29740,2
29751,2
29752,2
29753,2
29754,2
29755,2
29756,2
29757,2
29758,2
29759,2
29760,2
29761,2
29762,2
29763,2
29764,2
29765,2
29766,2
29767,2
29768,2
29769,2
29772,2
29773,2
29776,0
29777,2
29784,2
29785,2
29786,2
29790,2
29791,2
29792,2
29796,2
29808,2
29809,2
29810,2
29811,2
29812,0
29813,2
29814,2
29815,3
29827,0
29828,0
29829,0
29830,2
29839,2
29843,2
29844,2
29845,2
29866,2
29867,0
29868,0
29869,0
29870,2
29871,0
29872,2
29885,0
29887,0
29890,0
29891,2
29892,0
29894,2
29895,2
29896,2
29897,0
29899,2
29900,2
29902,2
29903,2
29904,2
29905,0
29906,2
29907,2
29909,2
29913,2
29916,2
29918,2
29920,2
29921,2
29922,0
29923,0
29929,0
30006,2
30009,2
30014,2
30015,2
30019,2
30021,2
30022,2
30023,2
30024,2
30025,2
30026,2
30027,2
30030,2
30031,2
30033,2
30034,2
30036,2
30048,2
30049,2
30050,2
30051,2
30052,2
30053,2
30054,2
30055,2
30056,2
30057,2
30058,2
30059,2
30061,0
30062,2
30063,2
30064,2
30065,2
30066,2
30069,2
30070,2
30071,2
30073,0
30147,2
30148,2
30151,2
30228,2
30232,2
30234,2
30236,2
30245,2
30246,2
30247,2
30248,2
30256,2
30259,2
30260,2
30264,4
30267,3
30268,2
30270,2
30272,3
30274,2
30275,2
30276,2
30278,2
30279,2
30321,2
30322,2
30326,2
30327,2
30329,2
30331,2
30332,2
30334,2
30338,2
30341,2
30342,2
30344,2
30345,2
30346,2
30347,2
30348,2
30349,2
30350,2
30351,2
30354,1
30355,2
30357,3
30358,2
30359,3
30375,4
30376,2
30379,1
30380,1
30404,2
30415,2
30417,2
30444,2
30449,2
30451,2
30452,2
30456,2
30457,2
30460,2
30464,2
30465,2
30504,2
30505,2
30509,2
30510,2
30512,2
30513,2
30515,2
30516,2
30517,2
30518,2
30520,2
30521,2
30522,2
30523,2
30526,2
30528,2
30530,2
30533,2
30535,2
30540,2
30542,2
30550,2
30551,2
30552,2
30553,2
30554,2
30556,2
30557,2
30559,2
30560,2
30561,2
30562,2
30564,2
30565,2
30566,2
30567,2
30568,2
30569,2
30570,2
30571,2
30574,2
30575,2
30576,2
30582,2
30583,2
30584,2
30585,2
30586,2
30587,2
30589,2
30590,2
30591,2
30592,2
30593,2
30597,2
30598,2
30599,2
30601,2
30603,2
30604,2
30620,2
30621,2
30622,2
30623,2
30627,2
30628,2
30629,2
30630,2
30631,2
30634,2
30636,2
30637,2
30638,2
30641,2
30642,2
30649,2
30739,0
30740,0
30741,1
30742,2
30743,2
30744,2
30745,1
30746,0
30747,0
30748,2
30749,1
30751,1
30752,0
30753,0
30754,0
30766,2
30767,2
30768,2
30769,2
30770,4
30771,2
30772,1
30773,2
30774,2
30784,2
30793,2
30797,2
31128,2
31132,2
31175,2
31177,3
31180,2
31181,2
31184,2
31188,2
31190,2
31191,2
31192,2
31195,2
31197,2
31205,2
31207,2
31208,2
31211,2
31214,2
31220,2
31222,2
31224,2
31225,2
31226,3
31228,2
31233,2
31234,2
31235,2
31238,2
31241,2
31245,2
31250,2
31252,2
31255,2
31258,2
31337,2
31338,2
31344,2
31366,2
31367,2
31368,2
31376,2
31379,2
31381,2
31429,2
31431,2
31474,2
31604,4
31716,2
31717,2
31792,2
31793,2
31794,2
31795,2
31796,2
31797,2
31798,2
31799,2
31800,3
31801,2
31802,2
31803,2
31804,2
31805,2
31807,2
31808,2
31809,2
31812,2
31813,2
31815,2
31816,2
31817,2
31819,2
31820,2
31821,2
31822,2
31824,2
31832,2
31833,2
31834,2
31835,2
31836,2
31848,2
31849,2
31852,2
31853,2
31854,2
31855,2
31856,2
31857,2
31858,2
31859,2
31860,2
31861,2
31862,2
31864,2
31866,2
31874,2
31875,2
31876,2
31878,2
31879,2
31880,2
31881,2
31882,2
31883,2
31884,2
31887,2
31889,2
31890,2
31896,2
31898,2
31904,2
31905,2
31906,2
31911,2
31912,2
31913,2
31935,2
31937,2
31938,2
31940,2
31941,2
31942,2
31943,2
31944,2
31945,2
31946,2
31947,2
31948,2
31949,2
31950,2
31951,2
31952,2
31953,2
31954,2
31955,2
31957,2
31958,3
31959,2
31960,2
31961,2
31963,2
31964,2
31965,2
31966,2
31967,2
31969,2
31972,3
31974,3
31975,2
31976,3
31977,2
31978,2
31979,3
31980,2
31981,3
31982,2
31985,2
31986,2
32005,2
32006,2
32007,2
32008,2
32009,2
32010,2
32011,2
32012,2
32013,2
32014,2
32019,2
32023,2
32029,2
32030,2
32032,2
32033,2
32034,2
32035,2
32036,2
32037,2
32043,2
32051,2
32055,2
32061,2
32062,2
32063,3
32065,2
32066,2
32067,2
32068,2
32069,2
32070,2
32071,3
32072,2
32073,2
32082,2
32083,2
32084,2
32085,2
32088,2
32089,2
32090,2
32091,2
32092,2
32093,2
32094,2
32095,2
32096,2
32097,2
32099,2
32100,2
32101,2
32102,2
32112,2
32113,2
32114,2
32115,2
32116,2
32117,2
32118,2
32119,2
32120,2
32121,2
32123,0
32124,0
32125,0
32126,0
32127,0
32128,0
32129,0
32130,0
32131,0
32132,0
32133,0
32134,1
32135,1
32136,1
32137,0
32138,0
32139,0
32140,0
32141,0
32143,0
32146,0
32147,0
32148,0
32151,0
32152,0
32177,2
32194,2
32195,2
32248,2
32249,2
32250,2
32251,2
32252,0
32253,0
32254,1
32255,0
32256,2
32257,2
32258,0
32260,2
32301,2
32302,2
32421,2
32422,1
32439,1
32440,1
32441,0
32442,1
32443,0
32444,1
32476,2
32477,2
32478,2
32544,1
32545,0
32546,0
32547,0
32548,2
32549,2
32550,2
32551,2
32552,2
32553,2
32554,2
32555,2
32556,0
32558,0
32562,1
32563,1
32566,2
32567,1
32569,1
32571,1
32574,1
32576,0
32579,0
32582,0
32587,1
32590,0
32592,0
32593,4
32596,1
32598,1
32599,0
32634,1
32635,1
32639,1
32640,0
32641,0
32651,1
32659,1
32678,1
32680,1
32692,1
32697,1
32701,1
32706,1
32709,1
32712,1
32714,1
32721,4
32722,1
32738,1
32742,4
32750,1
32782,1
32788,0
32789,0
32809,1
32820,1
32825,3
32828,1
32835,1
32842,1
32852,4
32874,1
32877,1
32889,1
32890,1
32900,1
32904,1
32915,1
32920,1
32921,1
32936,1
32944,1
32951,1
32961,1
32965,0
32976,1
33014,2
33015,2
33016,2
33017,2
33018,2
33019,2
33030,2
33031,2
33032,2
33106,1
33109,2
33116,2
33135,2
33136,3
33141,2
33142,2
33143,2
33144,2
33154,2
33173,2
33174,2
33175,2
33176,2
33177,2
33178,2
33180,2
33182,2
33183,2
33184,2
33185,2
33186,2
33188,2
33189,2
33190,2
33192,2
33193,4
33201,4
33203,2
33210,2
33233,1
33234,1
33235,2
33236,2
33237,0
33238,0
33239,1
33240,0
33303,2
33304,1
33306,2
33309,1
33312,1
33315,1
33438,2
33439,2
33440,2
33441,2
33442,2
33444,2
33585,2
33586,2
33587,0
33589,0
33591,2
33593,2
33600,2
33805,2
33808,2
33816,2
33822,2
33833,2
33848,2
33931,2
33942,2
33944,2
33948,2
33949,2
33954,2
33956,2
33957,2
34144,2
34145,2
34240,0
34241,2
34245,2
34247,2
34248,2
34249,2
34250,2
34251,2
34253,2
34305,2
34372,2
34374,2
34376,2
34379,2
34380,2
34383,2
34385,2
34390,2
34607,3
34608,2
34624,2
34625,2
34638,2
34647,2
34648,2
34654,3
34676,2
34677,2
34690,2
34695,2
34738,2
34740,2
34751,3
34821,2
34822,2
34823,2
34826,2
34827,3
34829,2
34831,2
34837,2
34893,2
34896,2
35018,2
35019,3
35021,2
35026,2
35027,2
35029,2
35031,2
35036,2
35163,2
35210,2
35250,2
35253,2
35256,2
35257,2
35264,2
35274,2
35275,2
35278,2
35287,2
35288,2
35289,2
35295,2
35296,2
35393,2
35394,3
35398,2
35400,2
35403,2
35404,2
35405,2
35406,2
35407,2
35408,2
35409,2
35410,2
35411,2
35412,3
35413,3
35414,3
35415,2
35457,2
35458,3
35459,2
35463,2
35512,2
35514,2
35520,2
36425,0
36426,0
36440,2
36441,2
36446,2
36447,0
36449,2
36450,2
36451,2
36452,2
36453,2
36454,2
36455,2
36456,2
36458,2
36464,2
36465,2
36467,2
36468,2
36469,2
36474,2
36476,2
36480,2
36481,2
36523,0
36524,0
36525,1
36526,0
36527,1
36528,2
36529,1
36530,1
36531,0
36575,0
36576,1
36577,1
36578,2
36580,2
36581,2
36584,1
36585,2
36586,2
36606,2
36607,2
36609,2
36613,3
36614,2
36615,3
36616,2
36620,3
36622,4
36623,0
36634,2
36635,2
36637,0
36639,2
36640,2
36646,2
36647,2
36648,2
36659,2
36660,3
36661,2
36662,2
36679,1
36680,2
36682,2
36763,4
36764,2
36765,4
36766,4
36767,4
36768,4
36769,4
36770,4
36771,4
36772,2
36799,2
36810,0
36811,2
36812,2
36821,2
36822,3
36823,2
36824,2
36825,2
36826,2
36831,2
36832,2
36833,2
